global_step,mcc,train_loss,eval_loss
33,0.006966065033674241,4.275940418243408,4.088082140142268
66,0.10181784338639555,4.076957702636719,3.853632081638683
99,0.31666196985103084,3.524799346923828,3.481291640888561
100,0.33622205757382423,3.2819881439208984,3.4670489845853862
132,0.5491825774659016,3.228721857070923,3.1800931294759116
165,0.7988562456319384,2.9554340839385986,2.7183942072319263
198,0.9029989574195603,2.1860103607177734,2.3607854120659106
200,0.8998233054849961,2.3953323364257812,2.3395220908251675
231,0.9608116153033132,2.4642422199249268,1.8749224055897107
264,0.976456540029086,1.8713085651397705,1.491812203869675
297,1.0,1.0459480285644531,1.167946174289241
300,1.0,1.2138229608535767,1.1448865298068884
330,1.0,1.2414703369140625,0.8946083594452251
363,0.9960677596969424,1.0370596647262573,0.6936323516296617
396,1.0,0.7679606676101685,0.5725420885013811
400,1.0,0.7788105010986328,0.5357545216878256
429,1.0,0.4268004894256592,0.4331010647795417
462,1.0,0.48410671949386597,0.3253726607019251
495,1.0,0.2329229712486267,0.27336488235177414
500,1.0,0.1546279340982437,0.2654947123744271
528,1.0,0.12326618283987045,0.20769070269483508
561,1.0,0.07649935036897659,0.16234044392000546
594,1.0,0.11826501041650772,0.1328082587005514
600,1.0,0.1337045580148697,0.1261398276370583
627,1.0,0.055853527039289474,0.10562320934100584
660,1.0,0.26937466859817505,0.08653705059127374
693,1.0,0.06533235311508179,0.07060574209599783
700,1.0,0.04325779899954796,0.06917516362260688
726,1.0,0.04639727249741554,0.06082955251137415
759,1.0,0.0582999512553215,0.05410802725589636
792,1.0,0.0368194580078125,0.049195334428187576
800,1.0,0.03648754954338074,0.04870836216617714
825,1.0,0.02754053846001625,0.04354375335528995
858,1.0,0.03395608440041542,0.03737479882935683
891,1.0,0.09397966414690018,0.033415756950324234
900,1.0,0.037745073437690735,0.032758059092994896
924,1.0,0.02583269588649273,0.03013399328020486
957,1.0,0.0232711024582386,0.027921919456937096
990,1.0,0.023077527061104774,0.025824453455932213
1000,1.0,0.023229582235217094,0.025291424921967766
1023,1.0,0.03731586039066315,0.024271921311138256
1056,1.0,0.02345268800854683,0.022990159295273548
1089,1.0,0.02155761979520321,0.0219306516827959
1100,1.0,0.017719632014632225,0.021582975898954002
1122,1.0,0.013472222723066807,0.020954335305952664
1155,1.0,0.04192318022251129,0.02015054000146461
1188,1.0,0.01810283586382866,0.019379823920175884
1200,1.0,0.028326159343123436,0.019140559446179504
1221,1.0,0.013884490355849266,0.018714478070085697
1254,1.0,0.01331179216504097,0.01814545854700334
1287,1.0,0.015835518017411232,0.01765377311543985
1300,1.0,0.013886284083127975,0.017462069253352554
1320,1.0,0.014652382582426071,0.01720011445947669
1353,1.0,0.02778574638068676,0.016815894622017036
1386,1.0,0.012468253262341022,0.016461734010866196
1400,1.0,0.02463061362504959,0.016339947497754387
1419,1.0,0.018762772902846336,0.0161741218162757
1452,1.0,0.0297338105738163,0.01592277100479061
1485,1.0,0.010572281666100025,0.015703567698823685
1500,1.0,0.014699919149279594,0.015619493484722845
1518,1.0,0.011565894819796085,0.01553100926067793
1551,1.0,0.01407864410430193,0.015407157356314587
1584,1.0,0.015383089892566204,0.015314364721151915
1600,1.0,0.022277144715189934,0.015281464396552607
1617,1.0,0.017058053985238075,0.015256680124862627
1650,1.0,0.013741384260356426,0.015237725763158365
