global_step,mcc,train_loss,eval_loss
23,0.06857313816302607,3.296887159347534,2.970322909562484
46,0.11255032170974624,3.0493152141571045,2.7839398798735244
69,0.38557671771111646,2.382086753845215,2.502764193908028
92,0.6421384771966505,2.477137565612793,2.1489793321360713
100,0.7418468326305145,2.250485897064209,1.967790370402129
115,0.9012127750551232,1.7204360961914062,1.6867278451504915
138,0.9649152017652197,1.0926810503005981,1.1395558429800945
161,0.9824078059539685,0.8549859523773193,0.7397814315298329
184,1.0,0.6483610272407532,0.41853353251581604
200,1.0,0.2512955963611603,0.29198158629562543
207,1.0,0.25165069103240967,0.25284040978421335
230,1.0,0.13244327902793884,0.12950243800878525
253,1.0,0.06572035700082779,0.07247054738842923
276,1.0,0.03972963988780975,0.043389985013915146
299,1.0,0.023962117731571198,0.02914676556120748
300,1.0,0.03062400594353676,0.028741382791296295
322,1.0,0.0201791450381279,0.022470875197778576
345,1.0,0.01955774612724781,0.018866707449373993
368,1.0,0.01244509220123291,0.01629435388452333
391,1.0,0.015682876110076904,0.014368740598792616
400,1.0,0.014525731094181538,0.01375624415991099
414,1.0,0.014349344186484814,0.012883992379774218
437,1.0,0.013241786509752274,0.011689582839608192
460,1.0,0.00939303170889616,0.010714562569299469
483,1.0,0.009124535135924816,0.009903177801195694
500,1.0,0.010284009389579296,0.009391567993747152
506,1.0,0.010540238581597805,0.00921912825382922
529,1.0,0.00783354602754116,0.008615645600239868
552,1.0,0.010056305676698685,0.008105209866619629
575,1.0,0.007870323024690151,0.007658644133935804
598,1.0,0.007335765287280083,0.007270081859567891
600,1.0,0.006628462113440037,0.007236725832943035
621,1.0,0.006512134801596403,0.006916760689700427
644,1.0,0.005578524433076382,0.006608464593148749
667,1.0,0.005031981505453587,0.006333170053751573
690,1.0,0.007127638440579176,0.006084576006168904
700,1.0,0.005631319712847471,0.005984096929592931
713,1.0,0.005153062753379345,0.005861621997926546
736,1.0,0.005420178174972534,0.005661310709041098
759,1.0,0.00673981849104166,0.00548125121175595
782,1.0,0.005228007677942514,0.0053189582515345965
800,1.0,0.005543965380638838,0.005201474702714578
805,1.0,0.00513844657689333,0.005171149321224379
828,1.0,0.0055143460631370544,0.005038455999253884
851,1.0,0.005841855891048908,0.004921248577454168
874,1.0,0.004199676681309938,0.00481208910882149
897,1.0,0.004328454844653606,0.004715297877302636
900,1.0,0.0057920184917747974,0.004703508386307437
920,1.0,0.004222389310598373,0.004629216561822787
943,1.0,0.003910826984792948,0.004553011365477805
966,1.0,0.003987176809459925,0.004485103038504072
